$GPGGA,090000.00,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090000.10,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090000.20,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090000.30,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090000.40,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090000.50,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090000.60,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090000.70,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090000.80,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090000.90,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090001.00,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090001.10,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090001.20,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090001.30,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090001.40,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090001.50,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090001.60,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090001.70,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090001.80,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090001.90,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090002.00,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090002.10,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090002.20,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090002.30,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090002.40,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090002.50,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090002.60,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090002.70,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090002.80,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090002.90,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090003.00,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090003.10,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090003.20,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090003.30,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090003.40,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090003.50,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090003.60,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090003.70,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090003.80,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090003.90,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090004.00,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090004.10,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090004.20,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090004.30,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090004.40,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090004.50,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090004.60,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090004.70,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090004.80,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090004.90,4339.17340296,N,07922.95286006,W,1,05,2.87,160.00,M,-21.3213,M,,*61
